text,label,tokens
diane lane shines in unfaithful . almost everything else is wan .,0,"['diane', 'lane', 'shines', 'in', 'unfaithful', 'almost', 'everything', 'else', 'is', 'wan']"
"i'm afraid you won't get through this frankly fantastical by-the-numbers b-flick with just a suspension of disbelief . rather , you'll have to wrestle disbelief to the ground and then apply the chloroform-soaked handkerchief .",0,"['afraid', 'you', 'won', 'get', 'through', 'this', 'frankly', 'fantastical', 'by', 'the', 'numbers', 'flick', 'with', 'just', 'suspension', 'of', 'disbelief', 'rather', 'you', 'll', 'have', 'to', 'wrestle', 'disbelief', 'to', 'the', 'ground', 'and', 'then', 'apply', 'the', 'chloroform', 'soaked', 'handkerchief']"
so relentlessly wholesome it made me want to swipe something .,0,"['so', 'relentlessly', 'wholesome', 'it', 'made', 'me', 'want', 'to', 'swipe', 'something']"
the title helpfully offers the most succinct review of it you'll read anywhere .,0,"['the', 'title', 'helpfully', 'offers', 'the', 'most', 'succinct', 'review', 'of', 'it', 'you', 'll', 'read', 'anywhere']"
"the makers of divine secrets of the ya-ya sisterhood should offer a free ticket ( second prize , of course , two free tickets ) to anyone who can locate a genuinely honest moment in their movie .",0,"['the', 'makers', 'of', 'divine', 'secrets', 'of', 'the', 'ya', 'ya', 'sisterhood', 'should', 'offer', 'free', 'ticket', 'second', 'prize', 'of', 'course', 'two', 'free', 'tickets', 'to', 'anyone', 'who', 'can', 'locate', 'genuinely', 'honest', 'moment', 'in', 'their', 'movie']"
god help the poor woman if attal is this insecure in real life : his fictional yvan's neuroses are aggravating enough to exhaust the patience of even the most understanding spouse .,0,"['god', 'help', 'the', 'poor', 'woman', 'if', 'attal', 'is', 'this', 'insecure', 'in', 'real', 'life', 'his', 'fictional', 'yvan', 'neuroses', 'are', 'aggravating', 'enough', 'to', 'exhaust', 'the', 'patience', 'of', 'even', 'the', 'most', 'understanding', 'spouse']"
let's cut to the consumer-advice bottom line : stay home .,0,"['let', 'cut', 'to', 'the', 'consumer', 'advice', 'bottom', 'line', 'stay', 'home']"
undercover brother doesn't go far enough . it's just a silly black genre spoof .,0,"['undercover', 'brother', 'doesn', 'go', 'far', 'enough', 'it', 'just', 'silly', 'black', 'genre', 'spoof']"
the film's implicit premise is that the faith of the tonga people is in every way inferior to that of john .,0,"['the', 'film', 'implicit', 'premise', 'is', 'that', 'the', 'faith', 'of', 'the', 'tonga', 'people', 'is', 'in', 'every', 'way', 'inferior', 'to', 'that', 'of', 'john']"
rates an 'e' for effort -- and a 'b' for boring .,0,"['rates', 'an', 'for', 'effort', 'and', 'for', 'boring']"
you've already seen heartbreak if you've watched the far superior nurse betty or sunset boulevard . even the unwatchable soapdish is more original .,0,"['you', 've', 'already', 'seen', 'heartbreak', 'if', 'you', 've', 'watched', 'the', 'far', 'superior', 'nurse', 'betty', 'or', 'sunset', 'boulevard', 'even', 'the', 'unwatchable', 'soapdish', 'is', 'more', 'original']"
"plays like one of those conversations that comic book guy on "" the simpsons "" has .",0,"['plays', 'like', 'one', 'of', 'those', 'conversations', 'that', 'comic', 'book', 'guy', 'on', 'the', 'simpsons', 'has']"
"a journey that's too random and inconclusive to be compelling , but which hoffman's brilliance almost makes worth taking .",0,"['journey', 'that', 'too', 'random', 'and', 'inconclusive', 'to', 'be', 'compelling', 'but', 'which', 'hoffman', 'brilliance', 'almost', 'makes', 'worth', 'taking']"
the movie bounces all over the map .,0,"['the', 'movie', 'bounces', 'all', 'over', 'the', 'map']"
"but buying into sham truths and routine "" indie "" filmmaking , freundlich has made just another safe movie . it's not horrible , just horribly mediocre .",0,"['but', 'buying', 'into', 'sham', 'truths', 'and', 'routine', 'indie', 'filmmaking', 'freundlich', 'has', 'made', 'just', 'another', 'safe', 'movie', 'it', 'not', 'horrible', 'just', 'horribly', 'mediocre']"
"not always too whimsical for its own good ( but enough to do harm ) , this strange hybrid of crime thriller , quirky character study , third-rate romance and female empowerment fantasy never really finds the tonal or thematic glue it needs .",0,"['not', 'always', 'too', 'whimsical', 'for', 'its', 'own', 'good', 'but', 'enough', 'to', 'do', 'harm', 'this', 'strange', 'hybrid', 'of', 'crime', 'thriller', 'quirky', 'character', 'study', 'third', 'rate', 'romance', 'and', 'female', 'empowerment', 'fantasy', 'never', 'really', 'finds', 'the', 'tonal', 'or', 'thematic', 'glue', 'it', 'needs']"
""" juwanna mann ? "" no thanks . wewannour money back , actually .",0,"['juwanna', 'mann', 'no', 'thanks', 'wewannour', 'money', 'back', 'actually']"
it's a sometimes interesting remake that doesn't compare to the brilliant original .,0,"['it', 'sometimes', 'interesting', 'remake', 'that', 'doesn', 'compare', 'to', 'the', 'brilliant', 'original']"
you're too conscious of the effort it takes to be this spontaneous .,0,"['you', 're', 'too', 'conscious', 'of', 'the', 'effort', 'it', 'takes', 'to', 'be', 'this', 'spontaneous']"
. . . salaciously simplistic .,0,"['salaciously', 'simplistic']"
"feel bad for king , who's honestly trying , and schwartzman , who's shot himself in the foot .",0,"['feel', 'bad', 'for', 'king', 'who', 'honestly', 'trying', 'and', 'schwartzman', 'who', 'shot', 'himself', 'in', 'the', 'foot']"
"some actors steal scenes . tom green just gives them a bad odor . this self-infatuated goofball is far from the only thing wrong with the clumsy comedy stealing harvard , but he's the most obvious one .",0,"['some', 'actors', 'steal', 'scenes', 'tom', 'green', 'just', 'gives', 'them', 'bad', 'odor', 'this', 'self', 'infatuated', 'goofball', 'is', 'far', 'from', 'the', 'only', 'thing', 'wrong', 'with', 'the', 'clumsy', 'comedy', 'stealing', 'harvard', 'but', 'he', 'the', 'most', 'obvious', 'one']"
"sometimes , fond memories should stay in the past : a lesson this film teaches all too well .",0,"['sometimes', 'fond', 'memories', 'should', 'stay', 'in', 'the', 'past', 'lesson', 'this', 'film', 'teaches', 'all', 'too', 'well']"
the enormous comic potential of an oafish idiot impersonating an aristocrat remains sadly unrealized .,0,"['the', 'enormous', 'comic', 'potential', 'of', 'an', 'oafish', 'idiot', 'impersonating', 'an', 'aristocrat', 'remains', 'sadly', 'unrealized']"
shallow .,0,['shallow']
begins as a promising meditation on one of america's most durable obsessions but winds up as a slender cinematic stunt .,0,"['begins', 'as', 'promising', 'meditation', 'on', 'one', 'of', 'america', 'most', 'durable', 'obsessions', 'but', 'winds', 'up', 'as', 'slender', 'cinematic', 'stunt']"
a monster combat thriller as impersonal in its relentlessness as the videogame series that inspired it .,0,"['monster', 'combat', 'thriller', 'as', 'impersonal', 'in', 'its', 'relentlessness', 'as', 'the', 'videogame', 'series', 'that', 'inspired', 'it']"
"proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism . . . and still be a letdown if its twists and turns hold no more surprise than yesterday's weather report .",0,"['proof', 'that', 'thriller', 'can', 'be', 'sleekly', 'shot', 'expertly', 'cast', 'paced', 'with', 'crisp', 'professionalism', 'and', 'still', 'be', 'letdown', 'if', 'its', 'twists', 'and', 'turns', 'hold', 'no', 'more', 'surprise', 'than', 'yesterday', 'weather', 'report']"
"the reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then , out of embarrassment or stupidity , not warning anyone .",0,"['the', 'reason', 'we', 'keep', 'seeing', 'the', 'same', 'movie', 'with', 'roughly', 'the', 'same', 'people', 'every', 'year', 'is', 'because', 'so', 'many', 'of', 'us', 'keep', 'going', 'and', 'then', 'out', 'of', 'embarrassment', 'or', 'stupidity', 'not', 'warning', 'anyone']"
there's not much going on in this movie unless you simply decide to buy into the notion that something inexplicably strange once happened in point pleasant .,0,"['there', 'not', 'much', 'going', 'on', 'in', 'this', 'movie', 'unless', 'you', 'simply', 'decide', 'to', 'buy', 'into', 'the', 'notion', 'that', 'something', 'inexplicably', 'strange', 'once', 'happened', 'in', 'point', 'pleasant']"
"in the second half of the film , frei's control loosens in direct proportion to the amount of screen time he gives nachtwey for self-analysis .",0,"['in', 'the', 'second', 'half', 'of', 'the', 'film', 'frei', 'control', 'loosens', 'in', 'direct', 'proportion', 'to', 'the', 'amount', 'of', 'screen', 'time', 'he', 'gives', 'nachtwey', 'for', 'self', 'analysis']"
"director barry skolnick and his screenwriters glibly tick off every point of "" the longest yard "" playbook like a checklist .",0,"['director', 'barry', 'skolnick', 'and', 'his', 'screenwriters', 'glibly', 'tick', 'off', 'every', 'point', 'of', 'the', 'longest', 'yard', 'playbook', 'like', 'checklist']"
"the furious coherence that [deniro] brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .",0,"['the', 'furious', 'coherence', 'that', 'deniro', 'brings', 'to', 'this', 'part', 'only', 'underscores', 'the', 'fuzzy', 'sentimentality', 'of', 'the', 'movie', 'itself', 'which', 'feels', 'as', 'it', 'plods', 'toward', 'the', 'end', 'less', 'like', 'movie', 'than', 'like', 'the', 'filmed', 'reading', 'of', 'script', 'in', 'need', 'of', 'polishing']"
"oh , it's extreme , all right . extremely dumb . extremely confusing . extremely boring .",0,"['oh', 'it', 'extreme', 'all', 'right', 'extremely', 'dumb', 'extremely', 'confusing', 'extremely', 'boring']"
"we never really feel involved with the story , as all of its ideas remain just that : abstract ideas .",0,"['we', 'never', 'really', 'feel', 'involved', 'with', 'the', 'story', 'as', 'all', 'of', 'its', 'ideas', 'remain', 'just', 'that', 'abstract', 'ideas']"
"for a shoot-'em-up , ballistic is oddly lifeless .",0,"['for', 'shoot', 'em', 'up', 'ballistic', 'is', 'oddly', 'lifeless']"
"one minute , you think you're watching a serious actioner ; the next , it's as though clips from the pink panther strikes again and/or sailor moon have been spliced in .",0,"['one', 'minute', 'you', 'think', 'you', 're', 'watching', 'serious', 'actioner', 'the', 'next', 'it', 'as', 'though', 'clips', 'from', 'the', 'pink', 'panther', 'strikes', 'again', 'and', 'or', 'sailor', 'moon', 'have', 'been', 'spliced', 'in']"
what happened with pluto nash ? how did it ever get made ?,0,"['what', 'happened', 'with', 'pluto', 'nash', 'how', 'did', 'it', 'ever', 'get', 'made']"
we may never think of band camp as a geeky or nerdy thing again .,0,"['we', 'may', 'never', 'think', 'of', 'band', 'camp', 'as', 'geeky', 'or', 'nerdy', 'thing', 'again']"
"opens as promising as any war/adventure film you'll ever see and dissolves into a routine courtroom drama , better suited for a movie titled "" glory : a soldier's story . """,0,"['opens', 'as', 'promising', 'as', 'any', 'war', 'adventure', 'film', 'you', 'll', 'ever', 'see', 'and', 'dissolves', 'into', 'routine', 'courtroom', 'drama', 'better', 'suited', 'for', 'movie', 'titled', 'glory', 'soldier', 'story']"
"the result is solemn and horrifying , yet strangely detached .",0,"['the', 'result', 'is', 'solemn', 'and', 'horrifying', 'yet', 'strangely', 'detached']"
"these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds , but they fall short of being interesting or entertaining .",0,"['these', 'spiders', 'can', 'outrun', 'motorcycle', 'and', 'wrap', 'person', 'in', 'sticky', 'cocoon', 'in', 'seconds', 'but', 'they', 'fall', 'short', 'of', 'being', 'interesting', 'or', 'entertaining']"
a less-than-thrilling thriller .,0,"['less', 'than', 'thrilling', 'thriller']"
a long slog for anyone but the most committed pokemon fan .,0,"['long', 'slog', 'for', 'anyone', 'but', 'the', 'most', 'committed', 'pokemon', 'fan']"
"matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy .",0,"['matthew', 'mcconaughey', 'tries', 'and', 'fails', 'to', 'control', 'the', 'screen', 'with', 'swaggering', 'machismo', 'and', 'over', 'the', 'top', 'lunacy']"
"how on earth , or anywhere else , did director ron underwood manage to blow $100 million on this ?",0,"['how', 'on', 'earth', 'or', 'anywhere', 'else', 'did', 'director', 'ron', 'underwood', 'manage', 'to', 'blow', 'million', 'on', 'this']"
"everyone connected to this movie seems to be part of an insider clique , which tends to breed formulaic films rather than fresh ones .",0,"['everyone', 'connected', 'to', 'this', 'movie', 'seems', 'to', 'be', 'part', 'of', 'an', 'insider', 'clique', 'which', 'tends', 'to', 'breed', 'formulaic', 'films', 'rather', 'than', 'fresh', 'ones']"
"with a story inspired by the tumultuous surroundings of los angeles , where feelings of marginalization loom for every dreamer with a burst bubble , the dogwalker has a few characters and ideas , but it never manages to put them on the same path .",0,"['with', 'story', 'inspired', 'by', 'the', 'tumultuous', 'surroundings', 'of', 'los', 'angeles', 'where', 'feelings', 'of', 'marginalization', 'loom', 'for', 'every', 'dreamer', 'with', 'burst', 'bubble', 'the', 'dogwalker', 'has', 'few', 'characters', 'and', 'ideas', 'but', 'it', 'never', 'manages', 'to', 'put', 'them', 'on', 'the', 'same', 'path']"
"its lack of quality earns it a place alongside those other two recent dumas botch-jobs , the man in the iron mask and the musketeer .",0,"['its', 'lack', 'of', 'quality', 'earns', 'it', 'place', 'alongside', 'those', 'other', 'two', 'recent', 'dumas', 'botch', 'jobs', 'the', 'man', 'in', 'the', 'iron', 'mask', 'and', 'the', 'musketeer']"
a benign but forgettable sci-fi diversion .,0,"['benign', 'but', 'forgettable', 'sci', 'fi', 'diversion']"
the plot grinds on with yawn-provoking dullness .,0,"['the', 'plot', 'grinds', 'on', 'with', 'yawn', 'provoking', 'dullness']"
it's never a good sign when a film's star spends the entirety of the film in a coma . it's a worse sign when you begin to envy her condition .,0,"['it', 'never', 'good', 'sign', 'when', 'film', 'star', 'spends', 'the', 'entirety', 'of', 'the', 'film', 'in', 'coma', 'it', 'worse', 'sign', 'when', 'you', 'begin', 'to', 'envy', 'her', 'condition']"
"it doesn't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel .",0,"['it', 'doesn', 'help', 'that', 'the', 'director', 'and', 'cinematographer', 'stephen', 'kazmierski', 'shoot', 'on', 'grungy', 'video', 'giving', 'the', 'whole', 'thing', 'dirty', 'tasteless', 'feel']"
desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats .,0,"['desperately', 'unfunny', 'when', 'it', 'tries', 'to', 'makes', 'us', 'laugh', 'and', 'desperately', 'unsuspenseful', 'when', 'it', 'tries', 'to', 'make', 'us', 'jump', 'out', 'of', 'our', 'seats']"
this film's relationship to actual tension is the same as what christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation .,0,"['this', 'film', 'relationship', 'to', 'actual', 'tension', 'is', 'the', 'same', 'as', 'what', 'christmas', 'tree', 'flocking', 'in', 'spray', 'can', 'is', 'to', 'actual', 'snow', 'poor', 'if', 'durable', 'imitation']"
john mctiernan's botched remake may be subtler than norman jewison's 1975 ultraviolent futuristic corporate-sports saga . it's also stupider .,0,"['john', 'mctiernan', 'botched', 'remake', 'may', 'be', 'subtler', 'than', 'norman', 'jewison', 'ultraviolent', 'futuristic', 'corporate', 'sports', 'saga', 'it', 'also', 'stupider']"
director dirk shafer and co-writer greg hinton ride the dubious divide where gay porn reaches for serious drama .,0,"['director', 'dirk', 'shafer', 'and', 'co', 'writer', 'greg', 'hinton', 'ride', 'the', 'dubious', 'divide', 'where', 'gay', 'porn', 'reaches', 'for', 'serious', 'drama']"
borrows from so many literary and cinematic sources that this future world feels absolutely deja vu .,0,"['borrows', 'from', 'so', 'many', 'literary', 'and', 'cinematic', 'sources', 'that', 'this', 'future', 'world', 'feels', 'absolutely', 'deja', 'vu']"
"as [the characters] get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound .",0,"['as', 'the', 'characters', 'get', 'more', 'depressed', 'the', 'story', 'gets', 'more', 'tiresome', 'especially', 'as', 'it', 'continues', 'to', 'mount', 'conspicuous', 'effort', 'to', 'be', 'profound']"
"the acting by the over-25s lacks spark , with csokas particularly unconnected .",0,"['the', 'acting', 'by', 'the', 'over', 'lacks', 'spark', 'with', 'csokas', 'particularly', 'unconnected']"
"though howard demonstrates a great eye as a director , this southern gothic drama is sadly a tough sit , with an undeveloped narrative and enough flashbacks and heavy-handed metaphors to choke a horse -- or at least slow him down to a canter .",0,"['though', 'howard', 'demonstrates', 'great', 'eye', 'as', 'director', 'this', 'southern', 'gothic', 'drama', 'is', 'sadly', 'tough', 'sit', 'with', 'an', 'undeveloped', 'narrative', 'and', 'enough', 'flashbacks', 'and', 'heavy', 'handed', 'metaphors', 'to', 'choke', 'horse', 'or', 'at', 'least', 'slow', 'him', 'down', 'to', 'canter']"
falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that aren't funny .,0,"['falters', 'when', 'it', 'takes', 'itself', 'too', 'seriously', 'and', 'when', 'it', 'depends', 'too', 'heavily', 'on', 'its', 'otherwise', 'talented', 'cast', 'to', 'clown', 'in', 'situations', 'that', 'aren', 'funny']"
"the fight scenes are fun , but it grows tedious .",0,"['the', 'fight', 'scenes', 'are', 'fun', 'but', 'it', 'grows', 'tedious']"
anyone who can count to five ( the film's target market ? ) can see where this dumbed-down concoction is going .,0,"['anyone', 'who', 'can', 'count', 'to', 'five', 'the', 'film', 'target', 'market', 'can', 'see', 'where', 'this', 'dumbed', 'down', 'concoction', 'is', 'going']"
all this turns out to be neither funny nor provocative - only dull .,0,"['all', 'this', 'turns', 'out', 'to', 'be', 'neither', 'funny', 'nor', 'provocative', 'only', 'dull']"
demme's loose approach kills the suspense .,0,"['demme', 'loose', 'approach', 'kills', 'the', 'suspense']"
this idea has lost its originality . . . and neither star appears very excited at rehashing what was basically a one-joke picture .,0,"['this', 'idea', 'has', 'lost', 'its', 'originality', 'and', 'neither', 'star', 'appears', 'very', 'excited', 'at', 'rehashing', 'what', 'was', 'basically', 'one', 'joke', 'picture']"
[plays] in broad outline as pandering middle-age buddy-comedy .,0,"['plays', 'in', 'broad', 'outline', 'as', 'pandering', 'middle', 'age', 'buddy', 'comedy']"
"the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low .",0,"['the', 'film', 'is', 'itself', 'sort', 'of', 'cinematic', 'high', 'crime', 'one', 'that', 'brings', 'military', 'courtroom', 'dramas', 'down', 'very', 'very', 'low']"
nothing more than a mediocre trifle .,0,"['nothing', 'more', 'than', 'mediocre', 'trifle']"
"a turgid little history lesson , humourless and dull .",0,"['turgid', 'little', 'history', 'lesson', 'humourless', 'and', 'dull']"
"too silly to be frightening , too stolid to be funny , it projects the same lazy affability as its nominal star , david arquette .",0,"['too', 'silly', 'to', 'be', 'frightening', 'too', 'stolid', 'to', 'be', 'funny', 'it', 'projects', 'the', 'same', 'lazy', 'affability', 'as', 'its', 'nominal', 'star', 'david', 'arquette']"
"if kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he'd have them mate .",0,"['if', 'kaufman', 'kept', 'cameron', 'diaz', 'prisoner', 'in', 'cage', 'with', 'her', 'ape', 'in', 'his', 'latest', 'he', 'have', 'them', 'mate']"
"trivial where it should be profound , and hyper-cliched where it should be sincere .",0,"['trivial', 'where', 'it', 'should', 'be', 'profound', 'and', 'hyper', 'cliched', 'where', 'it', 'should', 'be', 'sincere']"
it would be hard to think of a recent movie that has worked this hard to achieve this little fun .,0,"['it', 'would', 'be', 'hard', 'to', 'think', 'of', 'recent', 'movie', 'that', 'has', 'worked', 'this', 'hard', 'to', 'achieve', 'this', 'little', 'fun']"
"theology aside , why put someone who ultimately doesn't learn at the center of a kids' story ?",0,"['theology', 'aside', 'why', 'put', 'someone', 'who', 'ultimately', 'doesn', 'learn', 'at', 'the', 'center', 'of', 'kids', 'story']"
"all that ( powerpuff girls ) charm is present in the movie , but it's spread too thin .",0,"['all', 'that', 'powerpuff', 'girls', 'charm', 'is', 'present', 'in', 'the', 'movie', 'but', 'it', 'spread', 'too', 'thin']"
sometimes smart but more often sophomoric .,0,"['sometimes', 'smart', 'but', 'more', 'often', 'sophomoric']"
the ill-conceived modern-day ending falls flat where it should deliver a moral punch .,0,"['the', 'ill', 'conceived', 'modern', 'day', 'ending', 'falls', 'flat', 'where', 'it', 'should', 'deliver', 'moral', 'punch']"
"collateral damage is , despite its alleged provocation post-9/11 , an antique , in the end . as are its star , its attitude and its obliviousness .",0,"['collateral', 'damage', 'is', 'despite', 'its', 'alleged', 'provocation', 'post', 'an', 'antique', 'in', 'the', 'end', 'as', 'are', 'its', 'star', 'its', 'attitude', 'and', 'its', 'obliviousness']"
dawdles and drags when it should pop ; it doesn't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,0,"['dawdles', 'and', 'drags', 'when', 'it', 'should', 'pop', 'it', 'doesn', 'even', 'have', 'the', 'virtue', 'of', 'enough', 'mindless', 'violence', 'to', 'break', 'up', 'the', 'tedium', 'of', 'all', 'its', 'generational', 'bonding']"
its save-the-planet message clashes with its crass marketing .,0,"['its', 'save', 'the', 'planet', 'message', 'clashes', 'with', 'its', 'crass', 'marketing']"
a great idea becomes a not-great movie .,0,"['great', 'idea', 'becomes', 'not', 'great', 'movie']"
. . . watching this film nearly provoked me to take my own life . and if the hours wins 'best picture' i just might .,0,"['watching', 'this', 'film', 'nearly', 'provoked', 'me', 'to', 'take', 'my', 'own', 'life', 'and', 'if', 'the', 'hours', 'wins', 'best', 'picture', 'just', 'might']"
"by the end , i was looking for something hard with which to bludgeon myself unconscious .",0,"['by', 'the', 'end', 'was', 'looking', 'for', 'something', 'hard', 'with', 'which', 'to', 'bludgeon', 'myself', 'unconscious']"
"not a movie but a live-action agitprop cartoon so shameless and coarse , it's almost funny .",0,"['not', 'movie', 'but', 'live', 'action', 'agitprop', 'cartoon', 'so', 'shameless', 'and', 'coarse', 'it', 'almost', 'funny']"
feels like six different movies fighting each other for attention .,0,"['feels', 'like', 'six', 'different', 'movies', 'fighting', 'each', 'other', 'for', 'attention']"
life is a crock -- or something like it .,0,"['life', 'is', 'crock', 'or', 'something', 'like', 'it']"
made by jackasses for jackasses .,0,"['made', 'by', 'jackasses', 'for', 'jackasses']"
"despite a powerful portrayal by binoche , it's a period romance that suffers from an overly deliberate pace and uneven narrative momentum .",0,"['despite', 'powerful', 'portrayal', 'by', 'binoche', 'it', 'period', 'romance', 'that', 'suffers', 'from', 'an', 'overly', 'deliberate', 'pace', 'and', 'uneven', 'narrative', 'momentum']"
the picture is a primer on what happens when lack of know-how mixes with lack of give-a-damn .,0,"['the', 'picture', 'is', 'primer', 'on', 'what', 'happens', 'when', 'lack', 'of', 'know', 'how', 'mixes', 'with', 'lack', 'of', 'give', 'damn']"
"bartleby is a one-joke movie , and a bad joke at that .",0,"['bartleby', 'is', 'one', 'joke', 'movie', 'and', 'bad', 'joke', 'at', 'that']"
disjointed parody .,0,"['disjointed', 'parody']"
"given that both movies expect us to root for convicted violent felons over those assigned to protect us from same , we need every bit of sympathy the cons can muster ; this time , there isn't much .",0,"['given', 'that', 'both', 'movies', 'expect', 'us', 'to', 'root', 'for', 'convicted', 'violent', 'felons', 'over', 'those', 'assigned', 'to', 'protect', 'us', 'from', 'same', 'we', 'need', 'every', 'bit', 'of', 'sympathy', 'the', 'cons', 'can', 'muster', 'this', 'time', 'there', 'isn', 'much']"
a bravura exercise in emptiness .,0,"['bravura', 'exercise', 'in', 'emptiness']"
"philip k . dick must be turning in his grave , along with my stomach .",0,"['philip', 'dick', 'must', 'be', 'turning', 'in', 'his', 'grave', 'along', 'with', 'my', 'stomach']"
despite the premise of a good story . . . it wastes all its star power on cliched or meaningless roles .,0,"['despite', 'the', 'premise', 'of', 'good', 'story', 'it', 'wastes', 'all', 'its', 'star', 'power', 'on', 'cliched', 'or', 'meaningless', 'roles']"
all prints of this film should be sent to and buried on pluto .,0,"['all', 'prints', 'of', 'this', 'film', 'should', 'be', 'sent', 'to', 'and', 'buried', 'on', 'pluto']"
"not only does the movie fail to make us part of its reality , it fails the most basic relevancy test as well .",0,"['not', 'only', 'does', 'the', 'movie', 'fail', 'to', 'make', 'us', 'part', 'of', 'its', 'reality', 'it', 'fails', 'the', 'most', 'basic', 'relevancy', 'test', 'as', 'well']"
"first good , then bothersome . excellent acting and direction .",0,"['first', 'good', 'then', 'bothersome', 'excellent', 'acting', 'and', 'direction']"
this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring,0,"['this', 'goofy', 'gangster', 'yarn', 'never', 'really', 'elevates', 'itself', 'from', 'being', 'yet', 'another', 'earnestly', 'generic', 'crime', 'busting', 'comic', 'vehicle', 'well', 'intentioned', 'remake', 'that', 'shows', 'some', 'spunk', 'and', 'promise', 'but', 'fails', 'to', 'register', 'as', 'anything', 'distinctive', 'or', 'daring']"
it's difficult to say whether the tuxedo is more boring or embarrassing--i'm prepared to call it a draw .,0,"['it', 'difficult', 'to', 'say', 'whether', 'the', 'tuxedo', 'is', 'more', 'boring', 'or', 'embarrassing', 'prepared', 'to', 'call', 'it', 'draw']"
"even as lame horror flicks go , this is lame .",0,"['even', 'as', 'lame', 'horror', 'flicks', 'go', 'this', 'is', 'lame']"
"so routine , familiar and predictable , it raises the possibility that it wrote itself as a newly automated final draft computer program .",0,"['so', 'routine', 'familiar', 'and', 'predictable', 'it', 'raises', 'the', 'possibility', 'that', 'it', 'wrote', 'itself', 'as', 'newly', 'automated', 'final', 'draft', 'computer', 'program']"
"sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent piece .",0,"['sunshine', 'state', 'lacks', 'the', 'kind', 'of', 'dynamic', 'that', 'limbo', 'offers', 'and', 'in', 'some', 'ways', 'is', 'rather', 'indulgent', 'piece']"
even legends like alfred hitchcock and john huston occasionally directed trifles . . . so it's no surprise to see a world-class filmmaker like zhang yimou behind the camera for a yarn that's ultimately rather inconsequential .,0,"['even', 'legends', 'like', 'alfred', 'hitchcock', 'and', 'john', 'huston', 'occasionally', 'directed', 'trifles', 'so', 'it', 'no', 'surprise', 'to', 'see', 'world', 'class', 'filmmaker', 'like', 'zhang', 'yimou', 'behind', 'the', 'camera', 'for', 'yarn', 'that', 'ultimately', 'rather', 'inconsequential']"
"a long-winded , predictable scenario .",0,"['long', 'winded', 'predictable', 'scenario']"
too close to phantom menace for comfort .,0,"['too', 'close', 'to', 'phantom', 'menace', 'for', 'comfort']"
. . . silly humbuggery . . .,0,"['silly', 'humbuggery']"
"although trying to balance self-referential humor and a normal ol' slasher plot seemed like a decent endeavor , the result doesn't fully satisfy either the die-hard jason fans or those who can take a good joke .",0,"['although', 'trying', 'to', 'balance', 'self', 'referential', 'humor', 'and', 'normal', 'ol', 'slasher', 'plot', 'seemed', 'like', 'decent', 'endeavor', 'the', 'result', 'doesn', 'fully', 'satisfy', 'either', 'the', 'die', 'hard', 'jason', 'fans', 'or', 'those', 'who', 'can', 'take', 'good', 'joke']"
too clunky and too busy ribbing itself to be truly entertaining .,0,"['too', 'clunky', 'and', 'too', 'busy', 'ribbing', 'itself', 'to', 'be', 'truly', 'entertaining']"
"this movie is about lying , cheating , but loving the friends you betray .",0,"['this', 'movie', 'is', 'about', 'lying', 'cheating', 'but', 'loving', 'the', 'friends', 'you', 'betray']"
"it smacks of purely commercial motivation , with no great love for the original .",0,"['it', 'smacks', 'of', 'purely', 'commercial', 'motivation', 'with', 'no', 'great', 'love', 'for', 'the', 'original']"
melanie eventually slugs the yankee . too bad the former murphy brown doesn't pop reese back .,0,"['melanie', 'eventually', 'slugs', 'the', 'yankee', 'too', 'bad', 'the', 'former', 'murphy', 'brown', 'doesn', 'pop', 'reese', 'back']"
at the bottom rung of the series' entries .,0,"['at', 'the', 'bottom', 'rung', 'of', 'the', 'series', 'entries']"
"a real clunker . a well-made , thoughtful , well-acted clunker , but a clunker nonetheless .",0,"['real', 'clunker', 'well', 'made', 'thoughtful', 'well', 'acted', 'clunker', 'but', 'clunker', 'nonetheless']"
a dreary rip-off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans .,0,"['dreary', 'rip', 'off', 'of', 'goodfellas', 'that', 'serves', 'as', 'muddled', 'and', 'offensive', 'cautionary', 'tale', 'for', 'hispanic', 'americans']"
